RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31
102001,0,United States,Country,"",271617.0,272983.0,279333.0,288667.0,295633.0,299267.0,299900.0,299600.0,299267.0,298633.0,297267.0,294267.0,291567.0,292933.0,297967.0,306497.0,314463.0,320963.0,322433.0,319800.0,315600.0,312267.0,307267.0,303267.0,299800.0,301467.0,306500.0,313000.0,320650.0,328450.0,335450.0,340463.0,342630.0,344130.0,342800.0,338500.0,333633.0,333963.0,340597.0,353963.0,367283.0,378283.0,381583.0,379933.0,376633.0,375000.0,374967.0,372967.0
394913,1,"New York, NY",Msa,NY,517967.0,523000.0,534333.0,544667.0,554667.0,560000.0,560000.0,554833.0,549833.0,549833.0,550000.0,549667.0,549333.0,549333.0,554667.0,563333.0,573300.0,578267.0,578267.0,574633.0,573000.0,574333.0,577667.0,579000.0,577667.0,579333.0,586000.0,594000.0,599000.0,602000.0,612300.0,628967.0,642892.0,649592.0,652926.0,657000.0,663633.0,668967.0,673567.0,675933.0,675933.0,669000.0,659667.0,646333.0,639667.0,636333.0,638000.0,642667.0
753899,2,"Los Angeles-Long Beach-Anaheim, CA",Msa,CA,798667.0,802667.0,818000.0,835000.0,848300.0,849633.0,841300.0,824296.0,802296.0,785629.0,772667.0,761633.0,752967.0,749633.0,761300.0,778266.0,804600.0,824300.0,840333.0,847000.0,845667.0,845967.0,845967.0,848967.0,849333.0,865963.0,882963.0,887129.0,882500.0,892167.0,924333.0,955633.0,967600.0,972933.0,978300.0,989667.0,997600.0,999200.0,1007867.0,1008267.0,1008333.0,999666.0,992990.0,975657.0,952623.0,940967.0,936633.0,941667.0
394463,3,"Chicago, IL",Msa,IL,301497.0,305967.0,319467.0,336133.0,346133.0,348600.0,344933.0,338267.0,330967.0,324933.0,318300.0,309933.0,303267.0,306600.0,319633.0,336000.0,345833.0,348167.0,345067.0,338533.0,331533.0,324933.0,319633.0,311300.0,306333.0,309967.0,320800.0,328800.0,332167.0,336500.0,343467.0,348467.0,349967.0,349667.0,346000.0,339663.0,331663.0,331997.0,338300.0,346633.0,352967.0,354667.0,354633.0,348267.0,339933.0,332967.0,327300.0,322267.0
394514,4,"Dallas-Fort Worth, TX",Msa,TX,341666.0,345000.0,351648.0,359745.0,366079.0,365931.0,359467.0,351100.0,344567.0,341233.0,339600.0,337967.0,335333.0,335633.0,340600.0,348267.0,354933.0,356300.0,354600.0,349600.0,344933.0,341633.0,339997.0,338330.0,335293.0,334512.0,336178.0,339182.0,343133.0,348133.0,354800.0,358267.0,359933.0,359267.0,356787.0,353454.0,350820.0,351813.0,356146.0,364480.0,374333.0,383333.0,390000.0,393333.0,395967.0,396630.0,398297.0,401330.0
394974,5,"Philadelphia, PA",Msa,PA,252630.0,249633.0,253833.0,260800.0,270133.0,275967.0,279300.0,278267.0,276039.0,274073.0,271101.0,265828.0,257828.0,254133.0,257967.0,267633.0,279000.0,287633.0,292967.0,293300.0,293333.0,293967.0,293967.0,290633.0,286333.0,286300.0,289633.0,294633.0,301333.0,311333.0,323333.0,333000.0,336300.0,337933.0,334933.0,331600.0,324933.0,321597.0,321630.0,326630.0,331633.0,336300.0,333000.0,329633.0,324963.0,324963.0,321663.0,313333.0
394692,6,"Houston, TX",Msa,TX,316462.0,318775.0,322112.0,326851.0,330434.0,331746.0,328635.0,323749.0,317555.0,314167.0,310910.0,309281.0,307816.0,309119.0,312376.0,317262.0,321138.0,322441.0,320780.0,317147.0,312910.0,310011.0,307809.0,305715.0,303435.0,302949.0,305695.0,308203.0,312601.0,317161.0,323122.0,327975.0,332413.0,336122.0,338109.0,336862.0,334700.0,333963.0,338942.0,346605.0,356635.0,365293.0,371552.0,372888.0,371255.0,370859.0,371192.0,371189.0
395209,7,"Washington, DC",Msa,DC,431330.0,431000.0,441367.0,452667.0,464667.0,474667.0,479667.0,476333.0,466665.0,461632.0,456598.0,449900.0,443233.0,443267.0,454967.0,471667.0,488167.0,496167.0,495900.0,489367.0,484700.0,483467.0,485167.0,483467.0,481633.0,486600.0,501600.0,513233.0,522933.0,531300.0,544408.0,551375.0,548625.0,540547.0,530580.0,522997.0,516000.0,513997.0,512630.0,518630.0,523933.0,528967.0,527467.0,522500.0,519166.0,518330.0,518330.0,514997.0
394856,8,"Miami-Fort Lauderdale, FL",Msa,FL,389841.0,389841.0,391157.0,392637.0,394249.0,394578.0,394709.0,394413.0,394085.0,393789.0,393131.0,391815.0,390499.0,389841.0,391157.0,392473.0,394117.0,394446.0,397736.0,399381.0,399381.0,396421.0,396421.0,398065.0,398065.0,396536.0,397523.0,397194.0,396749.0,393789.0,394118.0,397078.0,400039.0,403296.0,402309.0,401322.0,399807.0,399870.0,401800.0,410133.0,425167.0,441667.0,456633.0,466633.0,474933.0,481633.0,488300.0,495000.0
394347,9,"Atlanta, GA",Msa,GA,309981.0,314933.0,323600.0,335300.0,344667.0,349633.0,344933.0,337933.0,329633.0,324833.0,320742.0,317375.0,313842.0,313267.0,316966.0,326666.0,338000.0,344333.0,344617.0,339917.0,334883.0,330300.0,327000.0,325000.0,323596.0,323596.0,325630.0,327167.0,330500.0,336735.0,344568.0,351235.0,354667.0,356333.0,354667.0,351633.0,349933.0,351567.0,358663.0,375030.0,390063.0,402283.0,405616.0,405616.0,403000.0,399967.0,399933.0,399767.0
394404,10,"Boston, MA",Msa,MA,541333.0,544667.0,565333.0,585000.0,598500.0,596133.0,579767.0,556600.0,539633.0,536000.0,535967.0,531300.0,528267.0,533300.0,549967.0,571666.0,589666.0,596333.0,594633.0,586633.0,579933.0,574967.0,574967.0,574453.0,574453.0,582453.0,597667.0,605967.0,614600.0,624600.0,641300.0,649633.0,649933.0,656600.0,662967.0,666000.0,665967.0,672933.0,684933.0,694300.0,697633.0,698967.0,692933.0,677933.0,668233.0,667933.0,674600.0,681267.0
395057,11,"San Francisco, CA",Msa,CA,807333.0,824000.0,857667.0,899667.0,924667.0,937933.0,921267.0,880600.0,850667.0,842333.0,838000.0,820000.0,799600.0,802933.0,830933.0,867333.0,900667.0,907629.0,904629.0,885963.0,885667.0,889000.0,895667.0,879000.0,862633.0,874633.0,899967.0,916333.0,924667.0,949000.0,982333.0,998333.0,998667.0,998901.0,999197.0,995864.0,991963.0,988667.0,988667.0,992000.0,994000.0,996000.0,980000.0,959858.0,936525.0,926525.0,914667.0,901883.0
394532,12,"Detroit, MI",Msa,MI,219933.0,218263.0,224630.0,237997.0,253000.0,263000.0,264633.0,259600.0,251600.0,244633.0,237967.0,231267.0,226567.0,226567.0,233265.0,246598.0,259932.0,269900.0,271267.0,267633.0,258667.0,248967.0,239300.0,231633.0,225667.0,223967.0,228100.0,234067.0,245600.0,261100.0,277767.0,286233.0,283233.0,278100.0,271467.0,264838.0,259971.0,261604.0,270687.0,283720.0,293720.0,298967.0,294300.0,284333.0,268333.0,255000.0,241633.0,229967.0
